iter	RMSE
684	1.366550986
685	1.364652177
686	1.362200637
687	1.360955881
688	1.359359948
689	1.355832671
690	1.353270758
691	1.351929926
692	1.350395291
693	1.347990907
694	1.345187029
695	1.342393408
696	1.340073489
697	1.336901096
698	1.334484452
699	1.332255743
700	1.330222701
701	1.328110995
702	1.325232715
703	1.323386153
704	1.321135641
705	1.318825626
706	1.317063873
707	1.314491334
708	1.312493461
709	1.310418883
710	1.308659958
711	1.306733731
712	1.305089941
713	1.30280816
714	1.30062887
715	1.298903797
716	1.296774213
717	1.295216466
718	1.294053119
719	1.291722714
720	1.289532614
721	1.287221415
722	1.284511557
723	1.282632243
724	1.280947888
725	1.278857825
726	1.276728917
727	1.27464016
728	1.272752403
729	1.271646198
730	1.269591505
731	1.267435787
732	1.264692151
733	1.262590536
734	1.260993126
735	1.258368239
736	1.256069752
737	1.254373111
738	1.252165571
739	1.250407918
740	1.248465255
741	1.246312894
742	1.243786117
743	1.240831161
744	1.239286013
745	1.236935908
746	1.234785141
747	1.2331648
748	1.231412482
749	1.229689549
750	1.227634436
751	1.224718062
752	1.223046988
753	1.221689949
754	1.219578414
755	1.217748989
756	1.215527335
757	1.213652274
758	1.211700328
759	1.21005059
760	1.207972591
761	1.205579386
762	1.204013797
763	1.202737697
764	1.200930574
765	1.198725988
766	1.195860989
767	1.194159046
768	1.192291543
769	1.190709158
770	1.187858908
771	1.186012609
772	1.184314468
773	1.181977189
774	1.179672942
775	1.178364982
776	1.1758976
777	1.173822131
778	1.172051647
779	1.170544136
780	1.168936098
781	1.166471026
782	1.165437975
783	1.164071053
784	1.162581385
785	1.160072609
786	1.158288568
787	1.155408342
788	1.153273046
789	1.151767625
790	1.15022646
791	1.148935247
792	1.146395659
793	1.144413217
794	1.141631173
795	1.140014724
796	1.138581382
797	1.136600876
798	1.134674831
799	1.132917123
800	1.131509639
801	1.129779371
802	1.126964753
803	1.124886311
804	1.123466598
805	1.121490056
806	1.119962651
807	1.118525576
808	1.11657531
809	1.113962565
810	1.111147174
811	1.109613631
812	1.108086926
813	1.106186759
814	1.104302931
815	1.102192276
816	1.100800972
817	1.099175524
818	1.097997432
819	1.095397802
820	1.093872085
821	1.091529753
822	1.089828393
823	1.088507043
824	1.086028907
825	1.08430677
826	1.083319639
827	1.081575213
828	1.079963833
829	1.07872337
830	1.077113989
831	1.075848156
832	1.074714792
833	1.072534606
834	1.071127894
835	1.06968352
836	1.068352395
837	1.067050539
838	1.065633564
839	1.063314671
840	1.061410876
841	1.059725889
842	1.057269306
843	1.05533174
844	1.053802186
845	1.052111825
846	1.051153022
847	1.049778195
848	1.048514752
849	1.046804339
850	1.044919078
851	1.04297261
852	1.041184012
853	1.039569593
854	1.037798584
855	1.036079334
856	1.034282811
857	1.031615432
858	1.029988677
859	1.028547564
860	1.026667641
861	1.02555943
862	1.02374564
863	1.022556402
864	1.021210707
865	1.019341913
866	1.017650858
867	1.015049783
868	1.013203839
869	1.012290769
870	1.010538775
871	1.009239913
872	1.007731093
873	1.006098985
874	1.004705594
875	1.003086052
876	1.001377291
877	1.000169996
878	0.9988216712
879	0.9975288751
880	0.9963017505
881	0.9942782195
882	0.992820786
883	0.9910083792
884	0.9901102565
885	0.9884139083
886	0.9864637257
887	0.9843121947
888	0.9829283642
889	0.9812325184
890	0.9796604059
891	0.978608522
892	0.9770100269
893	0.9754561382
894	0.9742148497
895	0.9728071671
896	0.9714505188
897	0.9691858485
898	0.9674912384
899	0.9660587365
900	0.9645019742
901	0.9628987393
902	0.9613249613
903	0.9599503989
904	0.9577166707
905	0.9558385443
906	0.9550277704
907	0.9538118954
908	0.9524536873
909	0.9510406203
910	0.9498713365
911	0.9487240486
912	0.9472440011
913	0.9459896365
914	0.9437508696
915	0.9420562979
916	0.940866812
917	0.9394469476
918	0.9380120642
919	0.9368365843
920	0.9353298757
921	0.9335108627
922	0.9312853373
923	0.929689249
924	0.9281769127
925	0.9270162729
926	0.9257222388
927	0.9246616809
928	0.9232205248
929	0.9223244863
930	0.9204333454
931	0.9188451108
932	0.9171861901
933	0.9157590341
934	0.9146883829
935	0.912996065
936	0.9120879707
937	0.9106345892
938	0.9089881915
939	0.9076216931
940	0.906522712
941	0.9049029412
942	0.9039830818
943	0.9025816262
944	0.9010865815
945	0.8986609803
946	0.8976816444
947	0.8963141671
948	0.8951753755
949	0.8937448886
950	0.8923320274
951	0.8903226609
952	0.8891109029
953	0.8876818455
954	0.8861607467
955	0.8851428356
956	0.8833107127
957	0.8819918218
958	0.8807870276
959	0.8796226581
960	0.8783909889
961	0.8775660613
962	0.8755461462
963	0.8743786181
964	0.8728932383
965	0.8712883812
966	0.8699941156
967	0.8690167849
968	0.8676312115
969	0.8659968658
970	0.864743607
971	0.863910129
972	0.8621896964
973	0.8611256773
974	0.859333789
975	0.8582046385
976	0.8564984729
977	0.85506855
978	0.853980043
979	0.8528455203
980	0.8520400465
981	0.8507478931
982	0.8491394436
983	0.8479385717
984	0.8467116044
985	0.8453380444
986	0.8442524696
987	0.8429181232
988	0.8413328842
989	0.8399890224
990	0.8378766671
991	0.836597368
992	0.8356888838
993	0.8342940464
994	0.8332695506
995	0.8320006144
996	0.8310942991
997	0.8296434747
998	0.8288510884
999	0.8278812953
